query_gene	annot_source	annot	annot_geneonly
LOC123387700	entrez_desc	small nucleolar RNA SNORA77	NA
LOC123387701	entrez_desc	U6atac minor spliceosomal RNA	NA
LOC123387703	entrez_desc	U1 spliceosomal RNA	NA
LOC123387704	entrez_desc	U1 spliceosomal RNA	NA
LOC123387705	entrez_desc	U1 spliceosomal RNA	NA
LOC123387706	entrez_desc	U2 spliceosomal RNA	NA
LOC123387707	entrez_desc	U2 spliceosomal RNA	NA
LOC123387715	entrez_desc	U4 spliceosomal RNA	NA
LOC123387719	entrez_desc	U4 spliceosomal RNA	NA
LOC123387720	entrez_desc	U6 spliceosomal RNA	NA
LOC123387721	entrez_desc	U6 spliceosomal RNA	NA
LOC123387722	entrez_desc	U6 spliceosomal RNA	NA
LOC123387723	entrez_desc	U6 spliceosomal RNA	NA
LOC123387724	entrez_desc	U6 spliceosomal RNA	NA
LOC123387725	entrez_desc	U6 spliceosomal RNA	NA
LOC123387726	entrez_desc	U6 spliceosomal RNA	NA
LOC123387727	entrez_desc	U6 spliceosomal RNA	NA
LOC123387730	NA	NA	NA
LOC123387731	NA	NA	NA
LOC123387732	kristen_mm_hs_ortholog	Rpl17	Rpl17
LOC123387735	kristen_mm_hs_ortholog	Ldhb	Ldhb
LOC123387736	kristen_mm_hs_ortholog	ABCC2	ABCC2
LOC123387737	entrez_desc	olfactory receptor 2AG1-like	NA
LOC123387739	NA	NA	NA
LOC123387741	entrez_desc	olfactory receptor 10A2	NA
LOC123387742	entrez_desc	olfactory receptor 10A5	NA
LOC123387743	entrez_desc	olfactory receptor 2D3-like	NA
LOC123387744	NA	NA	NA
LOC123387746	NA	NA	NA
LOC123387747	NA	NA	NA
LOC123387748	NA	NA	NA
LOC123387749	NA	NA	NA
LOC123387750	NA	NA	NA
LOC123387751	NA	NA	NA
LOC123387752	NA	NA	NA
LOC123387753	NA	NA	NA
LOC123387754	NA	NA	NA
LOC123387755	NA	NA	NA
LOC123387757	NA	NA	NA
LOC123387758	entrez_desc	ubiquitin-like protein 5	NA
LOC123387760	kristen_mm_hs_ortholog	PPAN	PPAN
LOC123387763	NA	NA	NA
LOC123387765	NA	NA	NA
LOC123387767	NA	NA	NA
LOC123387768	NA	NA	NA
LOC123387769	NA	NA	NA
LOC123387770	NA	NA	NA
LOC123387773	NA	NA	NA
LOC123387774	NA	NA	NA
LOC123387776	NA	NA	NA
LOC123387778	NA	NA	NA
LOC123387781	entrez_desc	U1 spliceosomal RNA	NA
LOC123387787	entrez_desc	U4 spliceosomal RNA	NA
LOC123387789	entrez_desc	U6 spliceosomal RNA	NA
LOC123387790	entrez_desc	U6 spliceosomal RNA	NA
LOC123387791	entrez_desc	U6 spliceosomal RNA	NA
LOC123387792	entrez_desc	U6 spliceosomal RNA	NA
LOC123387793	entrez_desc	U6 spliceosomal RNA	NA
LOC123387794	entrez_desc	U6 spliceosomal RNA	NA
LOC123387795	entrez_desc	U6 spliceosomal RNA	NA
LOC123387796	entrez_desc	U6 spliceosomal RNA	NA
LOC123387798	entrez_desc	U6 spliceosomal RNA	NA
LOC123387799	entrez_desc	U6 spliceosomal RNA	NA
LOC123387800	entrez_desc	U6 spliceosomal RNA	NA
LOC123387801	entrez_desc	U6 spliceosomal RNA	NA
LOC123387802	entrez_desc	U6 spliceosomal RNA	NA
LOC123387803	entrez_desc	U6 spliceosomal RNA	NA
LOC123387804	entrez_desc	U6 spliceosomal RNA	NA
LOC123387805	entrez_desc	U6 spliceosomal RNA	NA
LOC123387806	entrez_desc	small nucleolar RNA SNORA72	NA
LOC123387807	entrez_desc	small nucleolar RNA SNORD45	NA
LOC123387808	entrez_desc	small nucleolar RNA SNORA23	NA
LOC123387809	entrez_desc	small nucleolar RNA SNORA3/SNORA45 family	NA
LOC123387810	entrez_desc	small nucleolar RNA SNORA3/SNORA45 family	NA
LOC123387811	entrez_desc	small nucleolar RNA SNORA9	NA
LOC123387812	entrez_desc	small nucleolar RNA SNORD67	NA
LOC123387813	entrez_desc	small nucleolar RNA SNORD97	NA
LOC123387815	entrez_desc	U6 spliceosomal RNA	NA
LOC123387818	entrez_desc	thioredoxin reductase-like selenoprotein T	NA
LOC123387819	NA	NA	NA
LOC123387827	kristen_mm_hs_ortholog	SCOC	SCOC
LOC123387831	entrez_desc	cytochrome c oxidase subunit 8A, mitochondrial-like	NA
LOC123387832	NA	NA	NA
LOC123387834	NA	NA	NA
LOC123387835	NA	NA	NA
LOC123387837	entrez_desc	actin cytoskeleton-regulatory complex protein SLA1-like	NA
LOC123387838	NA	NA	NA
LOC123387840	NA	NA	NA
LOC123387841	NA	NA	NA
LOC123387843	NA	NA	NA
LOC123387844	NA	NA	NA
LOC123387845	NA	NA	NA
LOC123387846	NA	NA	NA
LOC123387847	NA	NA	NA
LOC123387848	NA	NA	NA
LOC123387849	NA	NA	NA
LOC123387850	NA	NA	NA
LOC123387851	entrez_desc	DNA polymerase delta subunit 2-like	NA
LOC123387852	NA	NA	NA
LOC123387853	NA	NA	NA
LOC123387854	NA	NA	NA
LOC123387855	NA	NA	NA
LOC123387857	entrez_desc	U1 spliceosomal RNA	NA
LOC123387858	entrez_desc	U1 spliceosomal RNA	NA
LOC123387862	entrez_desc	small nucleolar RNA U3	NA
LOC123387863	entrez_desc	U4 spliceosomal RNA	NA
LOC123387864	entrez_desc	U4 spliceosomal RNA	NA
LOC123387866	entrez_desc	U4 spliceosomal RNA	NA
LOC123387867	entrez_desc	U6 spliceosomal RNA	NA
LOC123387868	entrez_desc	U6 spliceosomal RNA	NA
LOC123387869	entrez_desc	tumor necrosis factor receptor superfamily member 1A-like	NA
LOC123387870	entrez_desc	U6 spliceosomal RNA	NA
LOC123387871	entrez_desc	U6 spliceosomal RNA	NA
LOC123387872	entrez_desc	U6 spliceosomal RNA	NA
LOC123387873	entrez_desc	U6 spliceosomal RNA	NA
LOC123387874	entrez_desc	U6 spliceosomal RNA	NA
LOC123387875	entrez_desc	U6 spliceosomal RNA	NA
LOC123387876	entrez_desc	U6 spliceosomal RNA	NA
LOC123387877	entrez_desc	U6 spliceosomal RNA	NA
LOC123387878	entrez_desc	U6 spliceosomal RNA	NA
LOC123387879	entrez_desc	U6 spliceosomal RNA	NA
LOC123387880	entrez_desc	U6 spliceosomal RNA	NA
LOC123387881	entrez_desc	U6 spliceosomal RNA	NA
LOC123387884	entrez_desc	U6 spliceosomal RNA	NA
LOC123387885	entrez_desc	U6 spliceosomal RNA	NA
LOC123387887	entrez_desc	small nucleolar RNA SNORD101	NA
LOC123387888	entrez_desc	small nucleolar RNA SNORA33	NA
LOC123387889	entrez_desc	small Cajal body-specific RNA 20	NA
LOC123387890	entrez_desc	small nucleolar RNA SNORD100	NA
LOC123387893	kristen_mm_hs_ortholog	ATP5PD	ATP5PD
LOC123387895	NA	NA	NA
LOC123387897	entrez_desc	U6 spliceosomal RNA	NA
LOC123387898	NA	NA	NA
LOC123387900	NA	NA	NA
LOC123387903	entrez_desc	heterogeneous nuclear ribonucleoprotein A1-like	NA
LOC123387905	NA	NA	NA
LOC123387906	NA	NA	NA
LOC123387907	NA	NA	NA
LOC123387908	kristen_mm_hs_ortholog	HSPB1	HSPB1
LOC123387918	kristen_mm_hs_ortholog	MED31	MED31
LOC123387919	NA	NA	NA
LOC123387920	entrez_desc	mRNA decay activator protein ZFP36L1-like	NA
LOC123387923	NA	NA	NA
LOC123387924	NA	NA	NA
LOC123387925	NA	NA	NA
LOC123387926	NA	NA	NA
LOC123387927	NA	NA	NA
LOC123387928	entrez_desc	small nuclear ribonucleoprotein G-like	NA
LOC123387929	NA	NA	NA
LOC123387930	NA	NA	NA
LOC123387932	NA	NA	NA
LOC123387934	entrez_desc	acyl-coenzyme A thioesterase THEM4-like	NA
LOC123387942	entrez_desc	U4 spliceosomal RNA	NA
LOC123387947	entrez_desc	U4 spliceosomal RNA	NA
LOC123387948	entrez_desc	U4 spliceosomal RNA	NA
LOC123387952	entrez_desc	U4 spliceosomal RNA	NA
LOC123387953	entrez_desc	U6 spliceosomal RNA	NA
LOC123387954	entrez_desc	U6 spliceosomal RNA	NA
LOC123387955	entrez_desc	U6 spliceosomal RNA	NA
LOC123387956	entrez_desc	U6 spliceosomal RNA	NA
LOC123387957	entrez_desc	U6 spliceosomal RNA	NA
LOC123387958	entrez_desc	U6 spliceosomal RNA	NA
LOC123387959	entrez_desc	U6 spliceosomal RNA	NA
LOC123387960	entrez_desc	U6 spliceosomal RNA	NA
LOC123387961	entrez_desc	U6 spliceosomal RNA	NA
LOC123387962	entrez_desc	U6 spliceosomal RNA	NA
LOC123387963	entrez_desc	U6 spliceosomal RNA	NA
LOC123387964	entrez_desc	U6 spliceosomal RNA	NA
LOC123387965	entrez_desc	U6 spliceosomal RNA	NA
LOC123387966	entrez_desc	U6 spliceosomal RNA	NA
LOC123387967	entrez_desc	U6 spliceosomal RNA	NA
LOC123387968	entrez_desc	U6 spliceosomal RNA	NA
LOC123387970	entrez_desc	U4atac minor spliceosomal RNA	NA
LOC123387971	entrez_desc	small nucleolar RNA U13	NA
LOC123387972	entrez_desc	small nucleolar RNA U13	NA
LOC123387974	NA	NA	NA
LOC123387975	NA	NA	NA
LOC123387976	entrez_desc	alanine and glycine-rich protein-like	NA
LOC123387977	NA	NA	NA
LOC123387979	NA	NA	NA
LOC123387980	entrez_desc	translation initiation factor IF-2-like	NA
LOC123387981	entrez_desc	26S proteasome complex subunit SEM1-like	NA
LOC123387982	NA	NA	NA
LOC123387983	NA	NA	NA
LOC123387984	kristen_mm_hs_ortholog	TCOF1	TCOF1
LOC123387985	kristen_mm_hs_ortholog	Dnajb3	Dnajb3
LOC123387986	NA	NA	NA
LOC123387987	kristen_mm_hs_ortholog	TTC30B	TTC30B
LOC123387988	NA	NA	NA
LOC123387989	NA	NA	NA
LOC123387990	NA	NA	NA
LOC123387991	NA	NA	NA
LOC123387992	NA	NA	NA
LOC123387993	NA	NA	NA
LOC123387994	NA	NA	NA
LOC123387995	NA	NA	NA
LOC123387996	entrez_desc	myosin-IIIb-like	NA
LOC123387997	NA	NA	NA
LOC123387998	NA	NA	NA
LOC123387999	NA	NA	NA
LOC123388000	NA	NA	NA
LOC123388002	entrez_desc	mitochondrial-processing peptidase subunit alpha-like	NA
LOC123388003	NA	NA	NA
LOC123388006	NA	NA	NA
LOC123388007	NA	NA	NA
LOC123388009	NA	NA	NA
LOC123388010	NA	NA	NA
LOC123388011	NA	NA	NA
LOC123388012	NA	NA	NA
LOC123388014	NA	NA	NA
LOC123388015	NA	NA	NA
LOC123388016	NA	NA	NA
LOC123388018	entrez_desc	U1 spliceosomal RNA	NA
LOC123388021	entrez_desc	U2 spliceosomal RNA	NA
LOC123388024	entrez_desc	U4 spliceosomal RNA	NA
LOC123388025	entrez_desc	U4 spliceosomal RNA	NA
LOC123388032	entrez_desc	U6 spliceosomal RNA	NA
LOC123388033	entrez_desc	U6 spliceosomal RNA	NA
LOC123388034	entrez_desc	U6 spliceosomal RNA	NA
LOC123388035	entrez_desc	U6 spliceosomal RNA	NA
LOC123388036	entrez_desc	U6 spliceosomal RNA	NA
LOC123388037	entrez_desc	U6 spliceosomal RNA	NA
LOC123388038	entrez_desc	U6 spliceosomal RNA	NA
LOC123388039	entrez_desc	U6 spliceosomal RNA	NA
LOC123388040	entrez_desc	U6 spliceosomal RNA	NA
LOC123388041	entrez_desc	U6 spliceosomal RNA	NA
LOC123388043	entrez_desc	U6 spliceosomal RNA	NA
LOC123388044	entrez_desc	U6 spliceosomal RNA	NA
LOC123388045	entrez_desc	U8 small nucleolar RNA	NA
LOC123388046	entrez_desc	small nucleolar RNA SNORA25	NA
LOC123388047	entrez_desc	small nucleolar RNA SNORA43	NA
LOC123388048	entrez_desc	small nucleolar RNA SNORA40	NA
LOC123388051	NA	NA	NA
LOC123388052	NA	NA	NA
LOC123388053	NA	NA	NA
LOC123388054	NA	NA	NA
LOC123388055	NA	NA	NA
LOC123388056	NA	NA	NA
LOC123388057	NA	NA	NA
LOC123388059	NA	NA	NA
LOC123388060	NA	NA	NA
LOC123388061	NA	NA	NA
LOC123388063	kristen_mm_hs_ortholog	TUBB2B	TUBB2B
LOC123388064	kristen_mm_hs_ortholog	TUBB2B	TUBB2B
LOC123388065	NA	NA	NA
LOC123388066	entrez_desc	U6 spliceosomal RNA	NA
LOC123388067	entrez_desc	U6 spliceosomal RNA	NA
LOC123388068	entrez_desc	U6 spliceosomal RNA	NA
LOC123388069	entrez_desc	U6 spliceosomal RNA	NA
LOC123388070	entrez_desc	U6 spliceosomal RNA	NA
LOC123388071	entrez_desc	U6 spliceosomal RNA	NA
LOC123388072	entrez_desc	small nucleolar RNA SNORA8	NA
LOC123388075	NA	NA	NA
LOC123388076	NA	NA	NA
LOC123388077	NA	NA	NA
LOC123388078	NA	NA	NA
LOC123388079	NA	NA	NA
LOC123388080	NA	NA	NA
LOC123388081	NA	NA	NA
LOC123388085	NA	NA	NA
LOC123388086	NA	NA	NA
LOC123388088	entrez_desc	U4 spliceosomal RNA	NA
LOC123388091	entrez_desc	U6 spliceosomal RNA	NA
LOC123388092	entrez_desc	U6 spliceosomal RNA	NA
LOC123388094	entrez_desc	U6 spliceosomal RNA	NA
LOC123388095	entrez_desc	conserved oligomeric Golgi complex subunit 2-like	NA
LOC123388097	entrez_desc	U6 spliceosomal RNA	NA
LOC123388099	NA	NA	NA
LOC123388100	NA	NA	NA
LOC123388101	NA	NA	NA
LOC123388103	kristen_mm_hs_ortholog	COG2	COG2
LOC123388104	NA	NA	NA
LOC123388105	entrez_desc	translation initiation factor IF-2-like	NA
LOC123388107	entrez_desc	centriole, cilia and spindle-associated protein-like	NA
LOC123388108	kristen_mm_hs_ortholog	Ifitm2	Ifitm2
LOC123388109	NA	NA	NA
LOC123388110	entrez_desc	inverted formin-2-like	NA
LOC123388111	entrez_desc	basic salivary proline-rich protein 2-like	NA
LOC123388113	entrez_desc	translation initiation factor IF-2-like	NA
LOC123388114	NA	NA	NA
LOC123388115	NA	NA	NA
LOC123388116	NA	NA	NA
LOC123388117	NA	NA	NA
LOC123388119	NA	NA	NA
LOC123388120	NA	NA	NA
LOC123388121	NA	NA	NA
LOC123388122	entrez_desc	piggyBac transposable element-derived protein 5-like	NA
LOC123388123	NA	NA	NA
LOC123388124	entrez_desc	WASP homolog-associated protein with actin, membranes and microtubules-like	NA
LOC123388125	NA	NA	NA
LOC123388126	NA	NA	NA
LOC123388127	NA	NA	NA
LOC123388128	NA	NA	NA
LOC123388129	kristen_mm_hs_ortholog	Hmgn2	Hmgn2
LOC123388130	NA	NA	NA
LOC123388137	entrez_desc	U6 spliceosomal RNA	NA
LOC123388138	entrez_desc	U6 spliceosomal RNA	NA
LOC123388139	entrez_desc	U6 spliceosomal RNA	NA
LOC123388140	entrez_desc	U6 spliceosomal RNA	NA
LOC123388141	entrez_desc	small Cajal body-specific RNA 15	NA
LOC123388142	entrez_desc	U1 spliceosomal RNA	NA
LOC123388146	entrez_desc	U6 spliceosomal RNA	NA
LOC123388147	entrez_desc	conserved oligomeric Golgi complex subunit 2-like	NA
LOC123388148	entrez_desc	U6 spliceosomal RNA	NA
LOC123388150	NA	NA	NA
LOC123388151	entrez_desc	U6 spliceosomal RNA	NA
LOC123388152	kristen_mm_hs_ortholog	NCKAP1	NCKAP1
LOC123388154	kristen_mm_hs_ortholog	PCGF6	PCGF6
LOC123388155	entrez_desc	ERO1-like protein beta	NA
LOC123388156	kristen_mm_hs_ortholog	CNTNAP3	CNTNAP3
LOC123388157	NA	NA	NA
LOC123388158	NA	NA	NA
LOC123388159	NA	NA	NA
LOC123388160	NA	NA	NA
LOC123388162	NA	NA	NA
LOC123388163	kristen_mm_hs_ortholog	PCNX2	PCNX2
LOC123388165	entrez_desc	zinc finger protein 25-like	NA
LOC123388166	kristen_mm_hs_ortholog	Spata31	Spata31
LOC123388167	kristen_mm_hs_ortholog	CNTNAP3	CNTNAP3
LOC123388168	entrez_desc	spermatogenesis-associated protein 31E1-like	NA
LOC123388169	NA	NA	NA
LOC123388170	NA	NA	NA
LOC123388171	NA	NA	NA
LOC123388174	NA	NA	NA
LOC123388175	NA	NA	NA
LOC123388176	NA	NA	NA
LOC123388177	NA	NA	NA
LOC123388178	kristen_mm_hs_ortholog	OR4C45	OR4C45
LOC123388179	NA	NA	NA
LOC123388180	NA	NA	NA
LOC123388181	NA	NA	NA
LOC123388182	entrez_desc	piggyBac transposable element-derived protein 5-like	NA
LOC123388183	NA	NA	NA
LOC123388184	entrez_desc	conserved oligomeric Golgi complex subunit 2-like	NA
LOC123388185	NA	NA	NA
LOC123388186	entrez_desc	U6 spliceosomal RNA	NA
LOC123388187	kristen_mm_hs_ortholog	OR4C45	OR4C45
LOC123388190	kristen_mm_hs_ortholog	OR4C45	OR4C45
LOC123388193	NA	NA	NA
LOC123388194	NA	NA	NA
LOC123388199	entrez_desc	olfactory receptor 10G2-like	NA
LOC123388202	entrez_desc	cytochrome c oxidase subunit NDUFA4-like	NA
LOC123388203	NA	NA	NA
LOC123388204	NA	NA	NA
LOC123388207	kristen_mm_hs_ortholog	RNASE1	RNASE1
LOC123388208	NA	NA	NA
LOC123388209	NA	NA	NA
LOC123388210	kristen_mm_hs_ortholog	EDDM3A	EDDM3A
LOC123388211	NA	NA	NA
LOC123388213	NA	NA	NA
LOC123388214	kristen_mm_hs_ortholog	Olfr1275	Olfr1275
LOC123388216	entrez_desc	olfactory receptor 4K5	NA
LOC123388218	NA	NA	NA
LOC123388219	kristen_mm_hs_ortholog	Olfr743	Olfr743
LOC123388222	kristen_mm_hs_ortholog	Olfr1179	Olfr1179
LOC123388223	kristen_mm_hs_ortholog	Olfr1179	Olfr1179
LOC123388224	NA	NA	NA
LOC123388225	kristen_mm_hs_ortholog	OR4F5	OR4F5
LOC123388226	NA	NA	NA
LOC123388227	NA	NA	NA
LOC123388228	entrez_desc	olfactory receptor 10G2	NA
LOC123388229	entrez_desc	olfactory receptor 4P4-like	NA
LOC123388230	entrez_desc	translation initiation factor IF-2-like	NA
LOC123388232	NA	NA	NA
LOC123388233	NA	NA	NA
LOC123388238	entrez_desc	U4 spliceosomal RNA	NA
LOC123388241	entrez_desc	U5 spliceosomal RNA	NA
LOC123388242	entrez_desc	U5 spliceosomal RNA	NA
LOC123388243	entrez_desc	U6 spliceosomal RNA	NA
LOC123388244	entrez_desc	U6 spliceosomal RNA	NA
LOC123388245	entrez_desc	U6 spliceosomal RNA	NA
LOC123388246	entrez_desc	U6 spliceosomal RNA	NA
LOC123388247	entrez_desc	U6 spliceosomal RNA	NA
LOC123388248	entrez_desc	U6 spliceosomal RNA	NA
LOC123388249	entrez_desc	U6 spliceosomal RNA	NA
LOC123388250	entrez_desc	U6 spliceosomal RNA	NA
LOC123388251	entrez_desc	U6 spliceosomal RNA	NA
LOC123388252	entrez_desc	small nucleolar RNA SNORD18	NA
LOC123388253	entrez_desc	small nucleolar RNA SNORD18	NA
LOC123388254	entrez_desc	small nucleolar RNA SNORD18	NA
LOC123388255	entrez_desc	small nucleolar RNA SNORD16	NA
LOC123388256	entrez_desc	U2 spliceosomal RNA	NA
LOC123388257	entrez_desc	small nucleolar RNA U6-53/MBII-28	NA
LOC123388258	entrez_desc	small nucleolar RNA U6-53/MBII-28	NA
LOC123388259	entrez_desc	small Cajal body-specific RNA 14	NA
LOC123388260	entrez_desc	small nucleolar RNA SNORA79	NA
LOC123388261	entrez_desc	small nucleolar RNA SNORD126	NA
LOC123388263	entrez_desc	U12 minor spliceosomal RNA	NA
LOC123388281	NA	NA	NA
LOC123388282	NA	NA	NA
LOC123388283	NA	NA	NA
LOC123388284	NA	NA	NA
LOC123388286	NA	NA	NA
LOC123388287	NA	NA	NA
LOC123388288	NA	NA	NA
LOC123388289	entrez_desc	40S ribosomal protein S12-like	NA
LOC123388291	NA	NA	NA
LOC123388293	NA	NA	NA
LOC123388294	NA	NA	NA
LOC123388298	entrez_desc	translation initiation factor IF-2-like	NA
LOC123388300	kristen_mm_hs_ortholog	CDCA5	CDCA5
LOC123388301	NA	NA	NA
LOC123388304	NA	NA	NA
LOC123388305	NA	NA	NA
LOC123388306	NA	NA	NA
LOC123388307	NA	NA	NA
LOC123388308	NA	NA	NA
LOC123388309	NA	NA	NA
LOC123388310	NA	NA	NA
LOC123388311	entrez_desc	translation initiation factor IF-2-like	NA
LOC123388312	entrez_desc	E3 ISG15--protein ligase HERC5-like	NA
LOC123388314	NA	NA	NA
LOC123388315	NA	NA	NA
LOC123388316	NA	NA	NA
LOC123388317	NA	NA	NA
LOC123388318	kristen_mm_hs_ortholog	OR4C45	OR4C45
LOC123388320	NA	NA	NA
LOC123388321	NA	NA	NA
LOC123388322	NA	NA	NA
LOC123388324	NA	NA	NA
LOC123388325	NA	NA	NA
LOC123388327	entrez_desc	T-cell receptor alpha chain C region-like	NA
LOC123388328	entrez_desc	T cell receptor alpha variable 40-like	NA
LOC123388329	entrez_desc	T cell receptor alpha variable 29/delta variable 5-like	NA
LOC123388330	entrez_desc	T cell receptor alpha variable 24-like	NA
LOC123388331	entrez_desc	T cell receptor alpha variable 21-like	NA
LOC123388333	entrez_desc	T cell receptor alpha variable 9-2-like	NA
LOC123388334	entrez_desc	T cell receptor alpha variable 38-2/delta variable 8-like	NA
LOC123388335	NA	NA	NA
LOC123388336	NA	NA	NA
LOC123388337	NA	NA	NA
LOC123388340	NA	NA	NA
LOC123388341	NA	NA	NA
LOC123388342	NA	NA	NA
LOC123388343	NA	NA	NA
LOC123388344	NA	NA	NA
LOC123388345	entrez_desc	MICOS complex subunit MIC27-like	NA
LOC123388346	NA	NA	NA
LOC123388347	kristen_mm_hs_ortholog	OR4F29	OR4F29
LOC123388349	kristen_mm_hs_ortholog	Olfr1239	Olfr1239
LOC123388353	kristen_mm_hs_ortholog	Olfr1239	Olfr1239
LOC123388354	entrez_desc	olfactory receptor 4F6-like	NA
LOC123388360	entrez_desc	thymosin beta-10-like	NA
LOC123388361	NA	NA	NA
LOC123388362	kristen_mm_hs_ortholog	Olfr1186	Olfr1186
LOC123388363	entrez_desc	T cell receptor alpha variable 9-2-like	NA
LOC123388367	NA	NA	NA
LOC123388368	entrez_desc	olfactory receptor 4P4-like	NA
LOC123388370	entrez_desc	endogenous retrovirus group K member 5 Gag polyprotein-like	NA
LOC123388371	entrez_desc	U6 spliceosomal RNA	NA
LOC123388372	entrez_desc	U6 spliceosomal RNA	NA
LOC123388373	entrez_desc	U6 spliceosomal RNA	NA
LOC123388374	entrez_desc	U6 spliceosomal RNA	NA
LOC123388375	entrez_desc	U6 spliceosomal RNA	NA
LOC123388376	entrez_desc	U6 spliceosomal RNA	NA
LOC123388377	entrez_desc	U6 spliceosomal RNA	NA
LOC123388378	entrez_desc	U6 spliceosomal RNA	NA
LOC123388379	entrez_desc	U6 spliceosomal RNA	NA
LOC123388381	entrez_desc	U6 spliceosomal RNA	NA
LOC123388382	entrez_desc	U6 spliceosomal RNA	NA
LOC123388384	entrez_desc	U6 spliceosomal RNA	NA
LOC123388385	entrez_desc	U6 spliceosomal RNA	NA
LOC123388386	entrez_desc	U6 spliceosomal RNA	NA
LOC123388391	entrez_desc	U6 spliceosomal RNA	NA
LOC123388392	entrez_desc	small nucleolar RNA SNORA62/SNORA6 family	NA
LOC123388393	entrez_desc	small nucleolar RNA SNORA70	NA
LOC123388394	entrez_desc	olfactory receptor 4P4-like	NA
LOC123388396	entrez_desc	small nucleolar RNA SNORA67	NA
LOC123388397	entrez_desc	small nucleolar RNA U13	NA
LOC123388398	entrez_desc	U1 spliceosomal RNA	NA
LOC123388399	entrez_desc	U1 spliceosomal RNA	NA
LOC123388400	entrez_desc	U1 spliceosomal RNA	NA
LOC123388401	entrez_desc	U1 spliceosomal RNA	NA
LOC123388402	entrez_desc	U1 spliceosomal RNA	NA
LOC123388403	entrez_desc	U1 spliceosomal RNA	NA
LOC123388404	entrez_desc	U1 spliceosomal RNA	NA
LOC123388405	entrez_desc	U1 spliceosomal RNA	NA
LOC123388406	entrez_desc	U1 spliceosomal RNA	NA
LOC123388407	entrez_desc	U2 spliceosomal RNA	NA
LOC123388409	entrez_desc	U2 spliceosomal RNA	NA
LOC123388413	entrez_desc	U12 minor spliceosomal RNA	NA
LOC123388416	entrez_desc	U4 spliceosomal RNA	NA
LOC123388417	entrez_desc	U4 spliceosomal RNA	NA
LOC123388418	entrez_desc	U4 spliceosomal RNA	NA
LOC123388419	entrez_desc	U4 spliceosomal RNA	NA
LOC123388425	entrez_desc	U5 spliceosomal RNA	NA
LOC123388426	entrez_desc	olfactory receptor 4P4-like	NA
LOC123388427	entrez_desc	U6 spliceosomal RNA	NA
LOC123388428	entrez_desc	U6 spliceosomal RNA	NA
LOC123388429	entrez_desc	U6 spliceosomal RNA	NA
LOC123388430	entrez_desc	U6 spliceosomal RNA	NA
LOC123388431	entrez_desc	U6 spliceosomal RNA	NA
LOC123388432	entrez_desc	U6 spliceosomal RNA	NA
LOC123388433	entrez_desc	U6 spliceosomal RNA	NA
LOC123388434	entrez_desc	U6 spliceosomal RNA	NA
LOC123388435	entrez_desc	U6 spliceosomal RNA	NA
LOC123388436	entrez_desc	U6 spliceosomal RNA	NA
LOC123388437	entrez_desc	U6 spliceosomal RNA	NA
LOC123388438	entrez_desc	U6 spliceosomal RNA	NA
LOC123388442	kristen_mm_hs_ortholog	OR4C16	OR4C16
LOC123388449	entrez_desc	olfactory receptor 4P4-like	NA
LOC123388450	kristen_mm_hs_ortholog	Olfr1186	Olfr1186
LOC123388451	kristen_mm_hs_ortholog	MAGEB4	MAGEB4
LOC123388452	entrez_desc	melanoma-associated antigen 8-like	NA
LOC123388453	NA	NA	NA
LOC123388454	NA	NA	NA
LOC123388455	NA	NA	NA
LOC123388457	entrez_desc	heat shock transcription factor, X-linked member 3-like	NA
LOC123388458	kristen_mm_hs_ortholog	MAGEB4	MAGEB4
LOC123388459	NA	NA	NA
LOC123388460	entrez_desc	cytochrome c oxidase subunit 7C, mitochondrial-like	NA
LOC123388461	entrez_desc	synaptonemal complex protein 3-like	NA
LOC123388462	entrez_desc	paraneoplastic antigen-like protein 6B	NA
LOC123388465	kristen_mm_hs_ortholog	OR4C46	OR4C46
LOC123388467	entrez_desc	basic proline-rich protein-like	NA
LOC123388469	NA	NA	NA
LOC123388470	entrez_desc	heat shock transcription factor, X-linked member 3-like	NA
LOC123388473	kristen_mm_hs_ortholog	Olfr1182	Olfr1182
LOC123388475	NA	NA	NA
LOC123388479	NA	NA	NA
LOC123388480	entrez_desc	translation initiation factor IF-2-like	NA
LOC123388481	entrez_desc	small integral membrane protein 10-like protein 2A	NA
LOC123388482	entrez_desc	small integral membrane protein 10-like protein 2A	NA
LOC123388483	entrez_desc	olfactory receptor 4P4-like	NA
LOC123388484	kristen_mm_hs_ortholog	Fsip2l	Fsip2l
LOC123388485	kristen_mm_hs_ortholog	PWWP4	PWWP4
LOC123388486	entrez_desc	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-like	NA
LOC123388488	kristen_mm_hs_ortholog	CT45A3	CT45A3
LOC123388489	kristen_mm_hs_ortholog	CT45A3	CT45A3
LOC123388490	NA	NA	NA
LOC123388491	NA	NA	NA
LOC123388492	NA	NA	NA
LOC123388493	entrez_desc	melanoma-associated antigen 8-like	NA
LOC123388494	entrez_desc	basic proline-rich protein-like	NA
